"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 23 08:39:05 GMT 2021","Mon Aug 23 08:39:11 GMT 2021","6621","","TrainingTicketTests","","TrainingTicketTests","TestLiteTicket","TT-01 Lite bérlet árának validációja",""
"passed","Mon Aug 23 08:38:47 GMT 2021","Mon Aug 23 08:38:56 GMT 2021","8869","","PersonalDetailsTests","","PersonalDetailsTests","testModifyUserBillingDetails","PD-07 Felhasználó számlázási adatainak (címének) módosítása",""
"passed","Mon Aug 23 08:35:27 GMT 2021","Mon Aug 23 08:35:31 GMT 2021","3946","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
"passed","Mon Aug 23 08:34:21 GMT 2021","Mon Aug 23 08:34:26 GMT 2021","4867","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"passed","Mon Aug 23 08:35:35 GMT 2021","Mon Aug 23 08:35:40 GMT 2021","4459","","TrainingTests","","TrainingTests","testOfOtherButton","TR-11 Felső menüsor tesztelése (EGYÉB gomb)",""
"skipped","Mon Aug 23 08:34:40 GMT 2021","Mon Aug 23 08:34:40 GMT 2021","0","","RegistrationTests","","RegistrationTests","testRegistration","RI-07 Regisztráció minden érvényes adat megadásával",""
"passed","Mon Aug 23 08:37:24 GMT 2021","Mon Aug 23 08:37:32 GMT 2021","7767","","TrainerTests","","TrainerTests","TestSearchTrainer","TS-01 Edzők listájában edző nevére történő szűrés",""
"passed","Mon Aug 23 08:36:51 GMT 2021","Mon Aug 23 08:37:13 GMT 2021","22241","","EndToEndTests","","EndToEndTests","TestEndToEndFull","repetition 4 of 5",""
"passed","Mon Aug 23 08:39:24 GMT 2021","Mon Aug 23 08:39:31 GMT 2021","6438","","TrainingTicketTests","","TrainingTicketTests","TestUltraTicket","TT-04 Ultra bérlet egy edzésre eső árának validációja",""
"passed","Mon Aug 23 08:34:16 GMT 2021","Mon Aug 23 08:34:21 GMT 2021","4819","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Mon Aug 23 08:34:35 GMT 2021","Mon Aug 23 08:34:40 GMT 2021","4844","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"failed","Mon Aug 23 08:37:13 GMT 2021","Mon Aug 23 08:37:24 GMT 2021","10647","","EndToEndTests","","EndToEndTests","TestEndToEndFull","repetition 5 of 5",""
"passed","Mon Aug 23 08:34:58 GMT 2021","Mon Aug 23 08:35:03 GMT 2021","5085","","TrainingTests","","TrainingTests","testChooseNotValidTrainingType","TR-03 Edzés típusra keresés (nem létező edzés)",""
"passed","Mon Aug 23 08:38:14 GMT 2021","Mon Aug 23 08:38:22 GMT 2021","8066","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Mon Aug 23 08:39:18 GMT 2021","Mon Aug 23 08:39:24 GMT 2021","6574","","TrainingTicketTests","","TrainingTicketTests","TestProTicket","TT-03 Pro bérlet egy edzés/ár validációja",""
"passed","Mon Aug 23 08:38:06 GMT 2021","Mon Aug 23 08:38:14 GMT 2021","8100","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongPasswordToChange","PD-02 Felhasználó jelszavának módosítása, helytelen jelszót megadva",""
"passed","Mon Aug 23 08:34:40 GMT 2021","Mon Aug 23 08:34:53 GMT 2021","12908","","GdprTest","","GdprTest","TestOpenGDPR","GD-01 Adatkezelési nyilatkozat megnyitása, bezárása, sütikezelés elfogadása",""
"passed","Mon Aug 23 08:39:11 GMT 2021","Mon Aug 23 08:39:18 GMT 2021","6705","","TrainingTicketTests","","TrainingTicketTests","TestPlusTicket","TT-02 Plus bérlet árának validációja",""
"passed","Mon Aug 23 08:35:31 GMT 2021","Mon Aug 23 08:35:35 GMT 2021","4313","","TrainingTests","","TrainingTests","testOfMuscleButton","TR-10 Felső menüsor tesztelése (ERŐNLÉTI gomb)",""
"passed","Mon Aug 23 08:35:12 GMT 2021","Mon Aug 23 08:35:17 GMT 2021","4854","","TrainingTests","","TrainingTests","testOfMeditationButton","TR-06 Felső menüsor tesztelése (MEDITÁCIÓ gomb)",""
"passed","Mon Aug 23 08:35:43 GMT 2021","Mon Aug 23 08:36:07 GMT 2021","24579","","EndToEndTests","","EndToEndTests","TestEndToEndFull","repetition 1 of 5",""
"passed","Mon Aug 23 08:34:27 GMT 2021","Mon Aug 23 08:34:35 GMT 2021","8540","","LogoutTests","","LogoutTests","TestUserLogout","repetition 2 of 4",""
"passed","Mon Aug 23 08:35:03 GMT 2021","Mon Aug 23 08:35:08 GMT 2021","4745","","TrainingTests","","TrainingTests","testOfJogaButton","TR-04 Felső menüsor tesztelése (JÓGA gomb)",""
"passed","Mon Aug 23 08:34:53 GMT 2021","Mon Aug 23 08:34:58 GMT 2021","5310","","TrainingTests","","TrainingTests","testChooseTrainingType","TR-02 Edzés típusra keresés",""
"passed","Mon Aug 23 08:34:26 GMT 2021","Mon Aug 23 08:34:31 GMT 2021","5037","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Mon Aug 23 08:36:07 GMT 2021","Mon Aug 23 08:36:29 GMT 2021","22151","","EndToEndTests","","EndToEndTests","TestEndToEndFull","repetition 2 of 5",""
