"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 17:02:25 GMT 2021","Sun Aug 08 17:02:28 GMT 2021","2899","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Sun Aug 08 17:03:45 GMT 2021","Sun Aug 08 17:03:51 GMT 2021","6142","","LogoutTest","","LogoutTest","TestUserLogout","repetition 1 of 5",""
"passed","Sun Aug 08 17:04:21 GMT 2021","Sun Aug 08 17:04:24 GMT 2021","3116","","LoginTests","","LoginTests","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Sun Aug 08 17:02:39 GMT 2021","Sun Aug 08 17:02:50 GMT 2021","10610","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Sun Aug 08 17:03:51 GMT 2021","Sun Aug 08 17:03:57 GMT 2021","6317","","LogoutTest","","LogoutTest","TestUserLogout","repetition 2 of 5",""
"passed","Sun Aug 08 17:04:15 GMT 2021","Sun Aug 08 17:04:18 GMT 2021","2690","","LoginTests","","LoginTests","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Sun Aug 08 17:02:50 GMT 2021","Sun Aug 08 17:02:54 GMT 2021","3846","","TrainingTests","","TrainingTests","testOfJogaButton","TR-04 Felső menüsor tesztelése (JÓGA gomb)",""
"passed","Sun Aug 08 17:03:08 GMT 2021","Sun Aug 08 17:03:18 GMT 2021","9398","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
"failed","Sun Aug 08 17:03:21 GMT 2021","Sun Aug 08 17:03:24 GMT 2021","2866","","TrainingTests","","TrainingTests","testOfKardioButton","TR-07 Felső menüsor tesztelése (KARDIÓ gomb)",""
"passed","Sun Aug 08 17:02:28 GMT 2021","Sun Aug 08 17:02:32 GMT 2021","3919","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
