"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 06 08:52:05 GMT 2021","Fri Aug 06 08:52:14 GMT 2021","9573","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-03 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Fri Aug 06 08:51:24 GMT 2021","Fri Aug 06 08:51:27 GMT 2021","3092","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Fri Aug 06 08:51:33 GMT 2021","Fri Aug 06 08:51:36 GMT 2021","2967","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Fri Aug 06 08:51:55 GMT 2021","Fri Aug 06 08:52:05 GMT 2021","9687","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-02 Felhasználó jelszavának módosítása",""
"passed","Fri Aug 06 08:51:15 GMT 2021","Fri Aug 06 08:51:18 GMT 2021","3262","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"passed","Fri Aug 06 08:51:11 GMT 2021","Fri Aug 06 08:51:15 GMT 2021","3143","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Fri Aug 06 08:51:39 GMT 2021","Fri Aug 06 08:51:42 GMT 2021","2784","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Fri Aug 06 08:51:42 GMT 2021","Fri Aug 06 08:51:48 GMT 2021","5991","","LoginTest","","LoginTest","TestUserLogin","LI-04 Bejelentkezés felhasználóként érvényes adatokkal",""
"passed","Fri Aug 06 08:51:36 GMT 2021","Fri Aug 06 08:51:39 GMT 2021","2929","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Fri Aug 06 08:51:27 GMT 2021","Fri Aug 06 08:51:33 GMT 2021","6187","","LogoutTest","","LogoutTest","TestUserLogout","LO-01 User kijlentkezés",""
"passed","Fri Aug 06 08:51:21 GMT 2021","Fri Aug 06 08:51:24 GMT 2021","3074","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Fri Aug 06 08:51:48 GMT 2021","Fri Aug 06 08:51:55 GMT 2021","7061","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Regisztrált felhasználó (user) adatainak megadása",""
"passed","Fri Aug 06 08:51:18 GMT 2021","Fri Aug 06 08:51:21 GMT 2021","3147","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Fri Aug 06 08:51:01 GMT 2021","Fri Aug 06 08:51:11 GMT 2021","10774","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
