"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 17:14:08 GMT 2021","Sun Aug 08 17:14:14 GMT 2021","6080","","LogoutTest","","LogoutTest","TestUserLogout","repetition 4 of 5",""
"passed","Sun Aug 08 17:14:23 GMT 2021","Sun Aug 08 17:14:26 GMT 2021","2762","","LoginTests","","LoginTests","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Sun Aug 08 17:12:51 GMT 2021","Sun Aug 08 17:12:54 GMT 2021","2494","","TrainingTests","","TrainingTests","TestSaveTrainingDetailsToFile","TR-01 Edzés adatainak mentése txt fájlba",""
"passed","Sun Aug 08 17:13:41 GMT 2021","Sun Aug 08 17:13:43 GMT 2021","2640","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"failed","Sun Aug 08 17:13:38 GMT 2021","Sun Aug 08 17:13:41 GMT 2021","2583","","TrainingTests","","TrainingTests","testOfOtherButton","TR-11 Felső menüsor tesztelése (EGYÉB gomb)",""
"passed","Sun Aug 08 17:13:33 GMT 2021","Sun Aug 08 17:13:35 GMT 2021","2573","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
"passed","Sun Aug 08 17:13:30 GMT 2021","Sun Aug 08 17:13:33 GMT 2021","2737","","TrainingTests","","TrainingTests","testOfPilatesButton","TR-08 Felső menüsor tesztelése (PILATES gomb)",""
"passed","Sun Aug 08 17:12:49 GMT 2021","Sun Aug 08 17:12:51 GMT 2021","2739","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Sun Aug 08 17:15:31 GMT 2021","Sun Aug 08 17:15:38 GMT 2021","6873","","PersonalDetailsTests","","PersonalDetailsTests","testDeleteUserBillingDetails","PD-08 Felhasználó számlázási adatainak (kivéve név) törlése",""
"passed","Sun Aug 08 17:13:49 GMT 2021","Sun Aug 08 17:13:55 GMT 2021","6074","","LogoutTest","","LogoutTest","TestUserLogout","repetition 1 of 5",""
"passed","Sun Aug 08 17:14:28 GMT 2021","Sun Aug 08 17:14:34 GMT 2021","5589","","LoginTests","","LoginTests","TestUserLogin","LI-04 Bejelentkezés felhasználóként érvényes adatokkal",""
"passed","Sun Aug 08 17:14:40 GMT 2021","Sun Aug 08 17:14:49 GMT 2021","9138","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongPasswordToChange","PD-02 Felhasználó jelszavának a módosítása rossz jelszót megadva",""
"passed","Sun Aug 08 17:14:14 GMT 2021","Sun Aug 08 17:14:20 GMT 2021","6142","","LogoutTest","","LogoutTest","TestUserLogout","repetition 5 of 5",""
"failed","Sun Aug 08 17:13:02 GMT 2021","Sun Aug 08 17:13:24 GMT 2021","22437","","TrainingTests","","TrainingTests","testOfStrechingButton","TR-05 Felső menüsor tesztelése (NYÚJTÁS gomb)",""
"passed","Sun Aug 08 17:12:37 GMT 2021","Sun Aug 08 17:12:40 GMT 2021","2937","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Sun Aug 08 17:14:59 GMT 2021","Sun Aug 08 17:15:08 GMT 2021","9240","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-04 Felhasználó jelszavának módosítása, helyes adatokkal",""
"passed","Sun Aug 08 17:13:43 GMT 2021","Sun Aug 08 17:13:49 GMT 2021","6230","","LogoutTest","","LogoutTest","TestUserLogout","LO-01 User kijlentkezés",""
"passed","Sun Aug 08 17:12:31 GMT 2021","Sun Aug 08 17:12:37 GMT 2021","5772","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"passed","Sun Aug 08 17:12:56 GMT 2021","Sun Aug 08 17:12:59 GMT 2021","2666","","TrainingTests","","TrainingTests","testChooseNotValidTrainingType","TR-03 Edzés típusra keresés (nem létező edzés)",""
"passed","Sun Aug 08 17:14:26 GMT 2021","Sun Aug 08 17:14:28 GMT 2021","2790","","LoginTests","","LoginTests","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Sun Aug 08 17:14:02 GMT 2021","Sun Aug 08 17:14:08 GMT 2021","6083","","LogoutTest","","LogoutTest","TestUserLogout","repetition 3 of 5",""
"passed","Sun Aug 08 17:12:54 GMT 2021","Sun Aug 08 17:12:56 GMT 2021","2603","","TrainingTests","","TrainingTests","testChooseTrainingType","TR-02 Edzés típusra keresés",""
"passed","Sun Aug 08 17:15:25 GMT 2021","Sun Aug 08 17:15:31 GMT 2021","6647","","PersonalDetailsTests","","PersonalDetailsTests","testModifyUserBillingDetails","PD-07 Felhasználó számlázási adatainak (címének) módosítása",""
"passed","Sun Aug 08 17:12:59 GMT 2021","Sun Aug 08 17:13:02 GMT 2021","2754","","TrainingTests","","TrainingTests","testOfJogaButton","TR-04 Felső menüsor tesztelése (JÓGA gomb)",""
"passed","Sun Aug 08 17:13:35 GMT 2021","Sun Aug 08 17:13:38 GMT 2021","2835","","TrainingTests","","TrainingTests","testOfMuscleButton","TR-10 Felső menüsor tesztelése (ERŐNLÉTI gomb)",""
"passed","Sun Aug 08 17:12:43 GMT 2021","Sun Aug 08 17:12:46 GMT 2021","2913","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Sun Aug 08 17:13:27 GMT 2021","Sun Aug 08 17:13:30 GMT 2021","2513","","TrainingTests","","TrainingTests","testOfKardioButton","TR-07 Felső menüsor tesztelése (KARDIÓ gomb)",""
"passed","Sun Aug 08 17:13:55 GMT 2021","Sun Aug 08 17:14:02 GMT 2021","6259","","LogoutTest","","LogoutTest","TestUserLogout","repetition 2 of 5",""
"passed","Sun Aug 08 17:14:34 GMT 2021","Sun Aug 08 17:14:40 GMT 2021","6237","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Regisztrált felhasználó (user) adatainak megadása",""
"passed","Sun Aug 08 17:15:15 GMT 2021","Sun Aug 08 17:15:25 GMT 2021","9219","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Sun Aug 08 17:15:08 GMT 2021","Sun Aug 08 17:15:15 GMT 2021","7012","","PersonalDetailsTests","","PersonalDetailsTests","testUploadUserBillingDetails","PD-05 Felhasználó számlázási adatainak megadása",""
"passed","Sun Aug 08 17:12:40 GMT 2021","Sun Aug 08 17:12:43 GMT 2021","2911","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"passed","Sun Aug 08 17:12:46 GMT 2021","Sun Aug 08 17:12:49 GMT 2021","2580","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Sun Aug 08 17:14:49 GMT 2021","Sun Aug 08 17:14:59 GMT 2021","9587","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Sun Aug 08 17:13:24 GMT 2021","Sun Aug 08 17:13:27 GMT 2021","2968","","TrainingTests","","TrainingTests","testOfMeditationButton","TR-06 Felső menüsor tesztelése (MEDITÁCIÓ gomb)",""
"passed","Sun Aug 08 17:14:20 GMT 2021","Sun Aug 08 17:14:23 GMT 2021","2875","","LoginTests","","LoginTests","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
