"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 16 10:07:20 GMT 2021","Mon Aug 16 10:07:28 GMT 2021","7446","","LogoutTest","","LogoutTest","TestUserLogout","repetition 4 of 5",""
"passed","Mon Aug 16 10:08:03 GMT 2021","Mon Aug 16 10:08:06 GMT 2021","2914","","TrainingTests","","TrainingTests","testOfMuscleButton","TR-10 Felső menüsor tesztelése (ERŐNLÉTI gomb)",""
"passed","Mon Aug 16 10:07:09 GMT 2021","Mon Aug 16 10:07:13 GMT 2021","3986","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Mon Aug 16 10:07:16 GMT 2021","Mon Aug 16 10:07:20 GMT 2021","3748","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Mon Aug 16 10:07:49 GMT 2021","Mon Aug 16 10:07:53 GMT 2021","3969","","TrainingTests","","TrainingTests","testOfMeditationButton","TR-06 Felső menüsor tesztelése (MEDITÁCIÓ gomb)",""
"broken","Mon Aug 16 10:10:35 GMT 2021","Mon Aug 16 10:10:35 GMT 2021","131","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Mon Aug 16 10:07:53 GMT 2021","Mon Aug 16 10:07:56 GMT 2021","3134","","TrainingTests","","TrainingTests","testOfKardioButton","TR-07 Felső menüsor tesztelése (KARDIÓ gomb)",""
"passed","Mon Aug 16 10:08:06 GMT 2021","Mon Aug 16 10:08:20 GMT 2021","13228","","TrainingTests","","TrainingTests","testOfOtherButton","TR-11 Felső menüsor tesztelése (EGYÉB gomb)",""
"broken","Mon Aug 16 10:10:34 GMT 2021","Mon Aug 16 10:10:34 GMT 2021","129","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-04 Felhasználó jelszavának módosítása, helyes adatokkal",""
"passed","Mon Aug 16 10:07:32 GMT 2021","Mon Aug 16 10:07:36 GMT 2021","3709","","TrainingTests","","TrainingTests","testOfJogaButton","TR-04 Felső menüsor tesztelése (JÓGA gomb)",""
"passed","Mon Aug 16 10:07:28 GMT 2021","Mon Aug 16 10:07:32 GMT 2021","4677","","TrainingTests","","TrainingTests","testChooseNotValidTrainingType","TR-03 Edzés típusra keresés (nem létező edzés)",""
"broken","Mon Aug 16 10:10:35 GMT 2021","Mon Aug 16 10:10:35 GMT 2021","128","","PersonalDetailsTests","","PersonalDetailsTests","testModifyUserBillingDetails","PD-07 Felhasználó számlázási adatainak (címének) módosítása",""
"broken","Mon Aug 16 10:10:35 GMT 2021","Mon Aug 16 10:10:35 GMT 2021","150","","PersonalDetailsTests","","PersonalDetailsTests","testUploadUserBillingDetails","PD-05 Felhasználó számlázási adatainak megadása",""
"passed","Mon Aug 16 10:07:13 GMT 2021","Mon Aug 16 10:07:16 GMT 2021","3740","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Mon Aug 16 10:10:28 GMT 2021","Mon Aug 16 10:10:34 GMT 2021","6101","","LoginTests","","LoginTests","TestUserLogin","LI-04 Bejelentkezés felhasználóként érvényes adatokkal",""
"broken","Mon Aug 16 10:10:19 GMT 2021","Mon Aug 16 10:10:19 GMT 2021","144","","TrainingTicketTest","","TrainingTicketTest","TestUltraTicket","TestUltraTicket()",""
"broken","Mon Aug 16 10:10:34 GMT 2021","Mon Aug 16 10:10:34 GMT 2021","132","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongPasswordToChange","PD-02 Felhasználó jelszavának a módosítása rossz jelszót megadva",""
"broken","Mon Aug 16 10:10:34 GMT 2021","Mon Aug 16 10:10:34 GMT 2021","131","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Mon Aug 16 10:07:56 GMT 2021","Mon Aug 16 10:08:00 GMT 2021","3899","","TrainingTests","","TrainingTests","testOfPilatesButton","TR-08 Felső menüsor tesztelése (PILATES gomb)",""
"broken","Mon Aug 16 10:10:17 GMT 2021","Mon Aug 16 10:10:18 GMT 2021","1158","","TrainingTicketTest","","TrainingTicketTest","TestLiteTicket","TestLiteTicket()",""
"passed","Mon Aug 16 10:07:28 GMT 2021","Mon Aug 16 10:07:35 GMT 2021","7009","","LogoutTest","","LogoutTest","TestUserLogout","repetition 5 of 5",""
"passed","Mon Aug 16 10:07:36 GMT 2021","Mon Aug 16 10:07:49 GMT 2021","13168","","TrainingTests","","TrainingTests","testOfStrechingButton","TR-05 Felső menüsor tesztelése (NYÚJTÁS gomb)",""
"passed","Mon Aug 16 10:08:00 GMT 2021","Mon Aug 16 10:08:03 GMT 2021","3259","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
"passed","Mon Aug 16 10:06:55 GMT 2021","Mon Aug 16 10:07:05 GMT 2021","9711","","LogoutTest","","LogoutTest","TestUserLogout","repetition 1 of 5",""
"passed","Mon Aug 16 10:07:24 GMT 2021","Mon Aug 16 10:07:28 GMT 2021","4105","","TrainingTests","","TrainingTests","testChooseTrainingType","TR-02 Edzés típusra keresés",""
"passed","Mon Aug 16 10:06:55 GMT 2021","Mon Aug 16 10:07:02 GMT 2021","6529","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"passed","Mon Aug 16 10:07:05 GMT 2021","Mon Aug 16 10:07:09 GMT 2021","4038","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"broken","Mon Aug 16 10:10:18 GMT 2021","Mon Aug 16 10:10:19 GMT 2021","149","","TrainingTicketTest","","TrainingTicketTest","TestPlusTicket","TestPlusTicket()",""
"passed","Mon Aug 16 10:07:20 GMT 2021","Mon Aug 16 10:07:24 GMT 2021","3202","","TrainingTests","","TrainingTests","TestSaveTrainingDetailsToFile","TR-01 Edzés adatainak mentése txt fájlba",""
"passed","Mon Aug 16 10:10:25 GMT 2021","Mon Aug 16 10:10:28 GMT 2021","3269","","LoginTests","","LoginTests","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Mon Aug 16 10:07:13 GMT 2021","Mon Aug 16 10:07:20 GMT 2021","7718","","LogoutTest","","LogoutTest","TestUserLogout","repetition 3 of 5",""
"broken","Mon Aug 16 10:10:34 GMT 2021","Mon Aug 16 10:10:34 GMT 2021","130","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Regisztrált felhasználó (user) adatainak megadása",""
"passed","Mon Aug 16 10:07:05 GMT 2021","Mon Aug 16 10:07:13 GMT 2021","7710","","LogoutTest","","LogoutTest","TestUserLogout","repetition 2 of 5",""
"passed","Mon Aug 16 10:10:15 GMT 2021","Mon Aug 16 10:10:17 GMT 2021","2461","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"passed","Mon Aug 16 10:07:02 GMT 2021","Mon Aug 16 10:07:05 GMT 2021","2999","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Mon Aug 16 10:10:22 GMT 2021","Mon Aug 16 10:10:25 GMT 2021","2726","","LoginTests","","LoginTests","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"broken","Mon Aug 16 10:10:35 GMT 2021","Mon Aug 16 10:10:35 GMT 2021","130","","PersonalDetailsTests","","PersonalDetailsTests","testDeleteUserBillingDetails","PD-08 Felhasználó számlázási adatainak (kivéve név) törlése",""
"passed","Mon Aug 16 10:10:19 GMT 2021","Mon Aug 16 10:10:22 GMT 2021","2863","","LoginTests","","LoginTests","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Mon Aug 16 10:08:20 GMT 2021","Mon Aug 16 10:10:15 GMT 2021","115193","","TrainingTests","","TrainingTests","testFindAllActiveTrainings","TR-12 Összes aktív edzés összeszámolása többoldalas lista (naptár) alapján",""
"broken","Mon Aug 16 10:10:19 GMT 2021","Mon Aug 16 10:10:19 GMT 2021","150","","TrainingTicketTest","","TrainingTicketTest","TestProTicket","TestProTicket()",""
