"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 16:11:26 GMT 2021","Sat Aug 21 16:11:33 GMT 2021","6847","","TrainingTicketTests","","TrainingTicketTests","TestProTicket","TT-03 Pro bérlet egy edzés/ár validációja",""
"passed","Sat Aug 21 16:11:05 GMT 2021","Sat Aug 21 16:11:13 GMT 2021","8129","","PersonalDetailsTests","","PersonalDetailsTests","testDeleteUserBillingDetails","PD-08 Felhasználó számlázási adatainak (kivéve név) törlése",""
"passed","Sat Aug 21 16:09:58 GMT 2021","Sat Aug 21 16:10:02 GMT 2021","3442","","LoginTests","","LoginTests","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Sat Aug 21 16:10:02 GMT 2021","Sat Aug 21 16:10:08 GMT 2021","6510","","LoginTests","","LoginTests","TestUserLogin","LI-04 Bejelentkezés felhasználóként érvényes adatokkal",""
"passed","Sat Aug 21 16:04:55 GMT 2021","Sat Aug 21 16:04:58 GMT 2021","2870","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
"passed","Sat Aug 21 16:11:13 GMT 2021","Sat Aug 21 16:11:20 GMT 2021","6506","","TrainingTicketTests","","TrainingTicketTests","TestLiteTicket","TT-01 Lite bérlet árának validációja",""
"passed","Sat Aug 21 16:03:35 GMT 2021","Sat Aug 21 16:03:41 GMT 2021","6393","","LogoutTests","","LogoutTests","TestUserLogout","repetition 2 of 5",""
"passed","Sat Aug 21 16:09:44 GMT 2021","Sat Aug 21 16:09:52 GMT 2021","7859","","TrainerTests","","TrainerTests","TestMoreTrainerInfo","TS-02 Edzők adatlapjának megnyitása a MÉG TÖBB INFO gombbal",""
"passed","Sat Aug 21 16:04:46 GMT 2021","Sat Aug 21 16:04:49 GMT 2021","3163","","TrainingTests","","TrainingTests","testOfMeditationButton","TR-06 Felső menüsor tesztelése (MEDITÁCIÓ gomb)",""
"passed","Sat Aug 21 16:10:48 GMT 2021","Sat Aug 21 16:10:56 GMT 2021","8010","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
