"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 16:30:30 GMT 2021","Thu Aug 05 16:30:33 GMT 2021","2864","","LoginTest","","LoginTest","TestTrainerLoginNoEmail","LI-01 Bejelentkezés edzőként email cím megadása nélkül",""
"passed","Thu Aug 05 16:30:33 GMT 2021","Thu Aug 05 16:30:36 GMT 2021","2861","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"passed","Thu Aug 05 16:30:06 GMT 2021","Thu Aug 05 16:30:09 GMT 2021","2897","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"passed","Thu Aug 05 16:30:24 GMT 2021","Thu Aug 05 16:30:30 GMT 2021","6163","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"passed","Thu Aug 05 16:30:15 GMT 2021","Thu Aug 05 16:30:18 GMT 2021","2839","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Thu Aug 05 16:31:15 GMT 2021","Thu Aug 05 16:31:24 GMT 2021","9291","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-03 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Thu Aug 05 16:30:36 GMT 2021","Thu Aug 05 16:30:38 GMT 2021","2489","","LoginTest","","LoginTest","TestLoginWrongPassword","LI-03 Bejelentkezés edzőként rossz jelszó megadásával",""
"passed","Thu Aug 05 16:30:53 GMT 2021","Thu Aug 05 16:30:59 GMT 2021","5952","","LoginTest","","LoginTest","TestUserLogin","LI-08 Bejelentkezés felhasználóként érvényes adatokkal",""
"passed","Thu Aug 05 16:30:50 GMT 2021","Thu Aug 05 16:30:53 GMT 2021","2895","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-07 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Thu Aug 05 16:30:59 GMT 2021","Thu Aug 05 16:31:05 GMT 2021","6523","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Felhasználó (user) adatainak feltöltése",""
"passed","Thu Aug 05 16:31:05 GMT 2021","Thu Aug 05 16:31:15 GMT 2021","9378","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-02 Felhasználó jelszavának módosítása",""
"passed","Thu Aug 05 16:30:44 GMT 2021","Thu Aug 05 16:30:47 GMT 2021","2920","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-05 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Thu Aug 05 16:30:18 GMT 2021","Thu Aug 05 16:30:24 GMT 2021","5873","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
"passed","Thu Aug 05 16:30:12 GMT 2021","Thu Aug 05 16:30:15 GMT 2021","2979","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Thu Aug 05 16:30:47 GMT 2021","Thu Aug 05 16:30:50 GMT 2021","2782","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-06 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Thu Aug 05 16:29:51 GMT 2021","Thu Aug 05 16:30:03 GMT 2021","11933","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"passed","Thu Aug 05 16:30:09 GMT 2021","Thu Aug 05 16:30:12 GMT 2021","2817","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Thu Aug 05 16:30:38 GMT 2021","Thu Aug 05 16:30:44 GMT 2021","5836","","LoginTest","","LoginTest","TestLogin","LI-04 Bejelentkezés edzőként érvényes adatokkal",""
"passed","Thu Aug 05 16:30:03 GMT 2021","Thu Aug 05 16:30:06 GMT 2021","3031","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
