"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 13:20:47 GMT 2021","Wed Aug 18 13:20:54 GMT 2021","6106","","TrainingTicketTests","","TrainingTicketTests","TestPlusTicket","TT-02 Plus bérlet árának validációja",""
"passed","Wed Aug 18 13:17:51 GMT 2021","Wed Aug 18 13:17:54 GMT 2021","3392","","TrainingTests","","TrainingTests","testOfMeditationButton","TR-06 Felső menüsor tesztelése (MEDITÁCIÓ gomb)",""
"broken","Wed Aug 18 13:20:41 GMT 2021","Wed Aug 18 13:20:41 GMT 2021","147","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Wed Aug 18 13:17:09 GMT 2021","Wed Aug 18 13:17:12 GMT 2021","2828","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"passed","Wed Aug 18 13:20:41 GMT 2021","Wed Aug 18 13:20:47 GMT 2021","6116","","TrainingTicketTests","","TrainingTicketTests","TestLiteTicket","TT-01 Lite bérlet árának validációja",""
"passed","Wed Aug 18 13:21:00 GMT 2021","Wed Aug 18 13:21:05 GMT 2021","5864","","TrainingTicketTests","","TrainingTicketTests","TestUltraTicket","TT-04 Ultra bérlet egy edzésre eső árának validációja",""
"broken","Wed Aug 18 13:20:41 GMT 2021","Wed Aug 18 13:20:41 GMT 2021","126","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-04 Felhasználó jelszavának módosítása, helyes adatokkal",""
"passed","Wed Aug 18 13:20:08 GMT 2021","Wed Aug 18 13:20:10 GMT 2021","2076","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"broken","Wed Aug 18 13:20:41 GMT 2021","Wed Aug 18 13:20:41 GMT 2021","127","","PersonalDetailsTests","","PersonalDetailsTests","testDeleteUserBillingDetails","PD-08 Felhasználó számlázási adatainak (kivéve név) törlése",""
"passed","Wed Aug 18 13:17:03 GMT 2021","Wed Aug 18 13:17:09 GMT 2021","6371","","LogoutTests","","LogoutTests","TestUserLogout","repetition 5 of 5",""
"passed","Wed Aug 18 13:20:10 GMT 2021","Wed Aug 18 13:20:18 GMT 2021","7514","","TrainerTests","","TrainerTests","TestMoreTrainerInfo","TS-02 Edzők adatlapjának megnyitása a MÉG TÖBB INFO gombbal",""
"passed","Wed Aug 18 13:17:57 GMT 2021","Wed Aug 18 13:18:00 GMT 2021","3148","","TrainingTests","","TrainingTests","testOfPilatesButton","TR-08 Felső menüsor tesztelése (PILATES gomb)",""
"passed","Wed Aug 18 13:20:34 GMT 2021","Wed Aug 18 13:20:40 GMT 2021","5763","","LoginTests","","LoginTests","TestUserLogin","LI-04 Bejelentkezés felhasználóként érvényes adatokkal",""
"passed","Wed Aug 18 13:18:06 GMT 2021","Wed Aug 18 13:18:18 GMT 2021","12572","","TrainingTests","","TrainingTests","testOfOtherButton","TR-11 Felső menüsor tesztelése (EGYÉB gomb)",""
"broken","Wed Aug 18 13:20:41 GMT 2021","Wed Aug 18 13:20:41 GMT 2021","147","","PersonalDetailsTests","","PersonalDetailsTests","testModifyUserBillingDetails","PD-07 Felhasználó számlázási adatainak (címének) módosítása",""
"passed","Wed Aug 18 13:17:39 GMT 2021","Wed Aug 18 13:17:51 GMT 2021","12409","","TrainingTests","","TrainingTests","testOfStrechingButton","TR-05 Felső menüsor tesztelése (NYÚJTÁS gomb)",""
"passed","Wed Aug 18 13:18:00 GMT 2021","Wed Aug 18 13:18:03 GMT 2021","2737","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
"passed","Wed Aug 18 13:17:18 GMT 2021","Wed Aug 18 13:17:21 GMT 2021","3140","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"broken","Wed Aug 18 13:20:40 GMT 2021","Wed Aug 18 13:20:41 GMT 2021","126","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Wed Aug 18 13:18:18 GMT 2021","Wed Aug 18 13:20:08 GMT 2021","109809","","TrainingTests","","TrainingTests","testFindAllActiveTrainings","TR-12 Összes aktív edzés összeszámolása többoldalas lista (naptár) alapján",""
"passed","Wed Aug 18 13:20:31 GMT 2021","Wed Aug 18 13:20:34 GMT 2021","3120","","LoginTests","","LoginTests","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Wed Aug 18 13:17:21 GMT 2021","Wed Aug 18 13:17:24 GMT 2021","3190","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Wed Aug 18 13:17:54 GMT 2021","Wed Aug 18 13:17:57 GMT 2021","2847","","TrainingTests","","TrainingTests","testOfKardioButton","TR-07 Felső menüsor tesztelése (KARDIÓ gomb)",""
"passed","Wed Aug 18 13:20:28 GMT 2021","Wed Aug 18 13:20:31 GMT 2021","2976","","LoginTests","","LoginTests","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Wed Aug 18 13:17:24 GMT 2021","Wed Aug 18 13:17:27 GMT 2021","3006","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Wed Aug 18 13:20:54 GMT 2021","Wed Aug 18 13:21:00 GMT 2021","5971","","TrainingTicketTests","","TrainingTicketTests","TestProTicket","TT-03 Pro bérlet egy edzés/ár validációja",""
"broken","Wed Aug 18 13:20:40 GMT 2021","Wed Aug 18 13:20:40 GMT 2021","132","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Regisztrált felhasználó (user) adatainak megadása",""
"passed","Wed Aug 18 13:16:57 GMT 2021","Wed Aug 18 13:17:03 GMT 2021","5854","","LogoutTests","","LogoutTests","TestUserLogout","repetition 4 of 5",""
"passed","Wed Aug 18 13:17:32 GMT 2021","Wed Aug 18 13:17:36 GMT 2021","3147","","TrainingTests","","TrainingTests","testChooseNotValidTrainingType","TR-03 Edzés típusra keresés (nem létező edzés)",""
"passed","Wed Aug 18 13:17:36 GMT 2021","Wed Aug 18 13:17:39 GMT 2021","3036","","TrainingTests","","TrainingTests","testOfJogaButton","TR-04 Felső menüsor tesztelése (JÓGA gomb)",""
"passed","Wed Aug 18 13:18:03 GMT 2021","Wed Aug 18 13:18:06 GMT 2021","2587","","TrainingTests","","TrainingTests","testOfMuscleButton","TR-10 Felső menüsor tesztelése (ERŐNLÉTI gomb)",""
"passed","Wed Aug 18 13:20:18 GMT 2021","Wed Aug 18 13:20:25 GMT 2021","7259","","TrainerTests","","TrainerTests","TestSearchTrainer","TS-01 Edzők listájában edző nevére történő szűrés",""
