"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 19 11:17:11 GMT 2021","Thu Aug 19 11:17:24 GMT 2021","12549","","TrainingTests","","TrainingTests","testOfStrechingButton","TR-05 Felső menüsor tesztelése (NYÚJTÁS gomb)",""
"passed","Thu Aug 19 11:16:52 GMT 2021","Thu Aug 19 11:16:55 GMT 2021","3150","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Thu Aug 19 11:20:16 GMT 2021","Thu Aug 19 11:20:22 GMT 2021","6302","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Regisztrált felhasználó (user) adatainak megadása",""
"passed","Thu Aug 19 11:15:57 GMT 2021","Thu Aug 19 11:16:14 GMT 2021","17271","","LogoutTests","","LogoutTests","TestUserLogout","repetition 1 of 5",""
"passed","Thu Aug 19 11:20:01 GMT 2021","Thu Aug 19 11:20:03 GMT 2021","2794","","LoginTests","","LoginTests","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Thu Aug 19 11:20:42 GMT 2021","Thu Aug 19 11:20:51 GMT 2021","9538","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-04 Felhasználó jelszavának módosítása, helyes adatokkal",""
"passed","Thu Aug 19 11:20:03 GMT 2021","Thu Aug 19 11:20:07 GMT 2021","3220","","LoginTests","","LoginTests","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Thu Aug 19 11:17:30 GMT 2021","Thu Aug 19 11:17:33 GMT 2021","2967","","TrainingTests","","TrainingTests","testOfPilatesButton","TR-08 Felső menüsor tesztelése (PILATES gomb)",""
"passed","Thu Aug 19 11:21:37 GMT 2021","Thu Aug 19 11:21:43 GMT 2021","6059","","TrainingTicketTests","","TrainingTicketTests","TestProTicket","TT-03 Pro bérlet egy edzés/ár validációja",""
"passed","Thu Aug 19 11:20:32 GMT 2021","Thu Aug 19 11:20:42 GMT 2021","9742","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Thu Aug 19 11:21:43 GMT 2021","Thu Aug 19 11:21:49 GMT 2021","6073","","TrainingTicketTests","","TrainingTicketTests","TestUltraTicket","TT-04 Ultra bérlet egy edzésre eső árának validációja",""
"passed","Thu Aug 19 11:16:14 GMT 2021","Thu Aug 19 11:16:21 GMT 2021","6567","","LogoutTests","","LogoutTests","TestUserLogout","repetition 2 of 5",""
"passed","Thu Aug 19 11:20:22 GMT 2021","Thu Aug 19 11:20:32 GMT 2021","9521","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongPasswordToChange","PD-02 Felhasználó jelszavának a módosítása rossz jelszót megadva",""
"passed","Thu Aug 19 11:16:55 GMT 2021","Thu Aug 19 11:16:59 GMT 2021","3140","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Thu Aug 19 11:17:33 GMT 2021","Thu Aug 19 11:17:36 GMT 2021","2747","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
"passed","Thu Aug 19 11:16:49 GMT 2021","Thu Aug 19 11:16:52 GMT 2021","3253","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Thu Aug 19 11:21:09 GMT 2021","Thu Aug 19 11:21:17 GMT 2021","8088","","PersonalDetailsTests","","PersonalDetailsTests","testModifyUserBillingDetails","PD-07 Felhasználó számlázási adatainak (címének) módosítása",""
"passed","Thu Aug 19 11:21:17 GMT 2021","Thu Aug 19 11:21:25 GMT 2021","7697","","PersonalDetailsTests","","PersonalDetailsTests","testDeleteUserBillingDetails","PD-08 Felhasználó számlázási adatainak (kivéve név) törlése",""
"passed","Thu Aug 19 11:19:46 GMT 2021","Thu Aug 19 11:19:53 GMT 2021","7590","","TrainerTests","","TrainerTests","TestMoreTrainerInfo","TS-02 Edzők adatlapjának megnyitása a MÉG TÖBB INFO gombbal",""
"passed","Thu Aug 19 11:16:39 GMT 2021","Thu Aug 19 11:16:43 GMT 2021","3248","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"passed","Thu Aug 19 11:16:33 GMT 2021","Thu Aug 19 11:16:39 GMT 2021","6097","","LogoutTests","","LogoutTests","TestUserLogout","repetition 5 of 5",""
"passed","Thu Aug 19 11:19:43 GMT 2021","Thu Aug 19 11:19:46 GMT 2021","2961","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"passed","Thu Aug 19 11:16:43 GMT 2021","Thu Aug 19 11:16:46 GMT 2021","3269","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Thu Aug 19 11:17:27 GMT 2021","Thu Aug 19 11:17:30 GMT 2021","2974","","TrainingTests","","TrainingTests","testOfKardioButton","TR-07 Felső menüsor tesztelése (KARDIÓ gomb)",""
