"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 06 14:11:34 GMT 2021","Fri Aug 06 14:11:37 GMT 2021","2666","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Fri Aug 06 14:11:37 GMT 2021","Fri Aug 06 14:11:42 GMT 2021","5593","","LoginTest","","LoginTest","TestUserLogin","LI-04 Bejelentkezés felhasználóként érvényes adatokkal",""
"passed","Fri Aug 06 14:11:31 GMT 2021","Fri Aug 06 14:11:34 GMT 2021","2592","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Fri Aug 06 14:11:29 GMT 2021","Fri Aug 06 14:11:31 GMT 2021","2472","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Fri Aug 06 14:11:03 GMT 2021","Fri Aug 06 14:11:09 GMT 2021","5936","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"passed","Fri Aug 06 14:11:23 GMT 2021","Fri Aug 06 14:11:29 GMT 2021","5964","","LogoutTest","","LogoutTest","TestUserLogout","LO-01 User kijlentkezés",""
"passed","Fri Aug 06 14:11:20 GMT 2021","Fri Aug 06 14:11:23 GMT 2021","2645","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Fri Aug 06 14:12:23 GMT 2021","Fri Aug 06 14:12:32 GMT 2021","9316","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Fri Aug 06 14:11:49 GMT 2021","Fri Aug 06 14:11:58 GMT 2021","9081","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongPasswordToChange","PD-02 Felhasználó jelszavának a módosítása rossz jelszót megadva",""
"passed","Fri Aug 06 14:11:15 GMT 2021","Fri Aug 06 14:11:17 GMT 2021","2909","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Fri Aug 06 14:11:12 GMT 2021","Fri Aug 06 14:11:15 GMT 2021","2848","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"passed","Fri Aug 06 14:11:42 GMT 2021","Fri Aug 06 14:11:49 GMT 2021","6504","","PersonalDetailsTests","","PersonalDetailsTests","testUploadPersonaDetails","PD-01 Regisztrált felhasználó (user) adatainak megadása",""
"passed","Fri Aug 06 14:11:09 GMT 2021","Fri Aug 06 14:11:12 GMT 2021","2791","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"passed","Fri Aug 06 14:11:58 GMT 2021","Fri Aug 06 14:12:07 GMT 2021","9080","","PersonalDetailsTests","","PersonalDetailsTests","testAddWrongConfirmPassword","PD-03 Felhasználó jelszavának módosítása, az új jelszó megerősítése helytelenül",""
"passed","Fri Aug 06 14:12:16 GMT 2021","Fri Aug 06 14:12:23 GMT 2021","6730","","PersonalDetailsTests","","PersonalDetailsTests","testUploadUserBillingDetails","PD-05 Felhasználó számlázási adatainak megadása",""
"passed","Fri Aug 06 14:11:17 GMT 2021","Fri Aug 06 14:11:20 GMT 2021","2714","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"passed","Fri Aug 06 14:12:07 GMT 2021","Fri Aug 06 14:12:16 GMT 2021","9230","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-04 Felhasználó jelszavának módosítása, helyes adatokkal",""
