"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 15:36:33 GMT 2021","Sat Aug 21 15:36:41 GMT 2021","8178","","PersonalDetailsTests","","PersonalDetailsTests","testChangeBackToOriginalPassword","PD-06 Felhasználó jelszavának visszaállítása az eredetire",""
"passed","Sat Aug 21 15:31:45 GMT 2021","Sat Aug 21 15:31:53 GMT 2021","7903","","LogoutTests","","LogoutTests","TestUserLogout","repetition 4 of 5",""
"passed","Sat Aug 21 15:32:59 GMT 2021","Sat Aug 21 15:33:02 GMT 2021","3108","","TrainingTests","","TrainingTests","testOfOtherButton","TR-11 Felső menüsor tesztelése (EGYÉB gomb)",""
"passed","Sat Aug 21 15:32:27 GMT 2021","Sat Aug 21 15:32:31 GMT 2021","4158","","TrainingTests","","TrainingTests","testChooseTrainingType","TR-02 Edzés típusra keresés",""
"passed","Sat Aug 21 15:32:21 GMT 2021","Sat Aug 21 15:32:24 GMT 2021","3340","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"passed","Sat Aug 21 15:32:14 GMT 2021","Sat Aug 21 15:32:17 GMT 2021","3378","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"passed","Sat Aug 21 15:32:46 GMT 2021","Sat Aug 21 15:32:49 GMT 2021","3040","","TrainingTests","","TrainingTests","testOfKardioButton","TR-07 Felső menüsor tesztelése (KARDIÓ gomb)",""
"passed","Sat Aug 21 15:32:24 GMT 2021","Sat Aug 21 15:32:27 GMT 2021","2931","","TrainingTests","","TrainingTests","TestSaveTrainingDetailsToFile","TR-01 Edzés adatainak mentése txt fájlba",""
"passed","Sat Aug 21 15:32:43 GMT 2021","Sat Aug 21 15:32:46 GMT 2021","3480","","TrainingTests","","TrainingTests","testOfMeditationButton","TR-06 Felső menüsor tesztelése (MEDITÁCIÓ gomb)",""
"passed","Sat Aug 21 15:32:35 GMT 2021","Sat Aug 21 15:32:40 GMT 2021","4026","","TrainingTests","","TrainingTests","testOfJogaButton","TR-04 Felső menüsor tesztelése (JÓGA gomb)",""
"passed","Sat Aug 21 15:37:17 GMT 2021","Sat Aug 21 15:37:24 GMT 2021","6507","","TrainingTicketTests","","TrainingTicketTests","TestUltraTicket","TT-04 Ultra bérlet egy edzésre eső árának validációja",""
"passed","Sat Aug 21 15:35:41 GMT 2021","Sat Aug 21 15:35:45 GMT 2021","3972","","LoginTests","","LoginTests","TestUserLoginWrongPassword","LI-03 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"passed","Sat Aug 21 15:35:35 GMT 2021","Sat Aug 21 15:35:38 GMT 2021","3257","","LoginTests","","LoginTests","TestUserLoginNoEmail","LI-01 Bejelentkezés felhasználóként email cím megadása nélkül",""
"passed","Sat Aug 21 15:31:38 GMT 2021","Sat Aug 21 15:31:45 GMT 2021","7249","","LogoutTests","","LogoutTests","TestUserLogout","repetition 3 of 5",""
"passed","Sat Aug 21 15:36:24 GMT 2021","Sat Aug 21 15:36:33 GMT 2021","8580","","PersonalDetailsTests","","PersonalDetailsTests","testUploadUserBillingDetails","PD-05 Felhasználó számlázási adatainak megadása",""
"passed","Sat Aug 21 15:32:49 GMT 2021","Sat Aug 21 15:32:53 GMT 2021","3596","","TrainingTests","","TrainingTests","testOfPilatesButton","TR-08 Felső menüsor tesztelése (PILATES gomb)",""
"passed","Sat Aug 21 15:36:16 GMT 2021","Sat Aug 21 15:36:24 GMT 2021","8392","","PersonalDetailsTests","","PersonalDetailsTests","testChangePassword","PD-04 Felhasználó jelszavának módosítása, helyes adatokkal",""
"passed","Sat Aug 21 15:32:10 GMT 2021","Sat Aug 21 15:32:14 GMT 2021","3934","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"passed","Sat Aug 21 15:35:27 GMT 2021","Sat Aug 21 15:35:35 GMT 2021","8046","","TrainerTests","","TrainerTests","TestMoreTrainerInfo","TS-02 Edzők adatlapjának megnyitása a MÉG TÖBB INFO gombbal",""
"passed","Sat Aug 21 15:33:02 GMT 2021","Sat Aug 21 15:35:06 GMT 2021","124157","","TrainingTests","","TrainingTests","testFindAllActiveTrainings","TR-12 Összes aktív edzés összeszámolása többoldalas lista (naptár) alapján",""
"passed","Sat Aug 21 15:35:38 GMT 2021","Sat Aug 21 15:35:41 GMT 2021","2863","","LoginTests","","LoginTests","TestUserLoginNoPassword","LI-02 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"passed","Sat Aug 21 15:35:06 GMT 2021","Sat Aug 21 15:35:19 GMT 2021","12599","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"passed","Sat Aug 21 15:31:21 GMT 2021","Sat Aug 21 15:31:30 GMT 2021","8175","","LogoutTests","","LogoutTests","TestUserLogout","repetition 1 of 5",""
"passed","Sat Aug 21 15:31:30 GMT 2021","Sat Aug 21 15:31:38 GMT 2021","7935","","LogoutTests","","LogoutTests","TestUserLogout","repetition 2 of 5",""
"passed","Sat Aug 21 15:32:31 GMT 2021","Sat Aug 21 15:32:35 GMT 2021","4426","","TrainingTests","","TrainingTests","testChooseNotValidTrainingType","TR-03 Edzés típusra keresés (nem létező edzés)",""
"passed","Sat Aug 21 15:32:53 GMT 2021","Sat Aug 21 15:32:56 GMT 2021","3142","","TrainingTests","","TrainingTests","testOfBodyFitButton","TR-09 Felső menüsor tesztelése (ALAKFORMÁLÓ gomb)",""
